s,x,y,psi,kappa,vx,ax
2.958153297242884037e+02,2.847840769503106912e+02,1.407256838665641396e+02,-2.891039094866597381e+00,1.898623736890477835e-04,3.463643181612762589e+01,-9.101336357468323257e+00
2.978140819521552203e+02,2.852800476979712698e+02,1.387892040801330324e+02,-2.890699255861221673e+00,1.501323699673389421e-04,3.410718071478714108e+01,-9.174404237287633990e+00
2.998128341800220369e+02,2.857765446824953983e+02,1.368530870373533901e+02,-2.890438991566573357e+00,1.102453302039010322e-04,3.356523580274521379e+01,-9.246479879063294050e+00
3.018115864078888535e+02,2.862734035891923554e+02,1.349173312321530886e+02,-2.890258669162647287e+00,7.019276910233738067e-05,3.301003195965557069e+01,-9.317580815075208633e+00
3.038103386357556701e+02,2.867706607341398808e+02,1.329811512797588762e+02,-2.890158675257094689e+00,2.982975426186533588e-05,3.244094849341740172e+01,-9.387914008764058238e+00
3.058090908636224867e+02,2.872679716566934189e+02,1.310452408937314601e+02,-2.890139495095209732e+00,-1.066327548126802021e-05,3.185728976345103902e+01,-9.439746081192957661e+00
3.078078430914893033e+02,2.877651713592385931e+02,1.291095921230613897e+02,-2.890201407787608812e+00,-5.361439006165154259e-05,3.125942232434757173e+01,-9.293831977449988457e+00
3.098065953193561199e+02,2.882621708642606109e+02,1.271733393051005123e+02,-2.890551208029296326e+00,-2.964961509477067421e-04,3.065940882194605166e+01,-8.840878002795324875e+00
3.118053475472228797e+02,2.887578884773378149e+02,1.252370061166133297e+02,-2.891609325827674493e+00,-9.685449323726515267e-04,3.007753148286030154e+01,-8.128562892391560268e+00
3.138040997750896963e+02,2.892497197544512915e+02,1.233000041995271516e+02,-2.894615914278663826e+00,-2.048690453154977231e-03,2.953242173817457683e+01,-7.265352589650404092e+00
3.158028520029565129e+02,2.897335653212375632e+02,1.213604731653148576e+02,-2.900072888499168222e+00,-3.411589301591117559e-03,2.903653998622774779e+01,-6.448090449649794387e+00
3.178016042308233295e+02,2.902041091376677286e+02,1.194179518332078231e+02,-2.908255784408674494e+00,-4.777422877429353919e-03,2.858923545791937215e+01,-5.664829045040157496e+00
